start_station,end_station,ride_type,route_percent_x_rider_type,running_count,total_count
Larrabee St & Kingsbury St 2,Clinton St & Washington Blvd 2,member,0.011798814041614692,177952,2534153
Clinton St & Madison St,Franklin St & Jackson Blvd,member,0.011798814041614692,178251,2534153
Ellis Ave & 55th St,University Ave & 59th St,casual,0.011783019717163614,209519,1366373
University Ave & 57th St,Drexel Ave & 60th St,casual,0.011783019717163614,209036,1366373
McClurg Ct & Ohio St,Mies van der Rohe Way & Chestnut St,member,0.011759353125087553,179742,2534153
Damen Ave & Thomas St (Augusta Blvd),Damen Ave & Wicker Park Ave,member,0.011759353125087553,178848,2534153
Rush St & Superior St,Wells St & Huron St,member,0.011759353125087553,179146,2534153
Indiana Ave & Roosevelt Rd,Millennium Park,member,0.011759353125087553,179444,2534153
Michigan Ave & Jackson Blvd,Indiana Ave & Roosevelt Rd,member,0.011719892208560415,180039,2534153
Woodlawn Ave & 55th St,Kimbark Ave & 53rd St,casual,0.011709833259293034,210000,1366373
Clarendon Ave & Junior Ter,Broadway & Waveland Ave,casual,0.011709833259293034,210640,1366373
Wells St & Concord Ln,Wells St & Huron St,casual,0.011709833259293034,210960,1366373
Wells St & Walton St,Wells St & Huron St,member,0.011680431292033276,180335,2534153
Clinton St & Washington Blvd,Kingsbury St & Kinzie St,member,0.011680431292033276,180631,2534153
Franklin St & Monroe St,State St & Chicago Ave,member,0.011680431292033276,180927,2534153
Ellis Ave & 53rd St,Ellis Ave & 58th St,member,0.011601509458978997,181221,2534153
Morgan St & Polk St,Morgan St & Polk St,member,0.011601509458978997,181515,2534153
Cherry Ave & Blackhawk St,Elston Ave & Cortland St,member,0.011601509458978997,181809,2534153
Canal St & Monroe St,LaSalle St & Jackson Blvd,member,0.011601509458978997,182103,2534153
Federal St & Polk St,Franklin St & Jackson Blvd,member,0.011601509458978997,182397,2534153
Southport Ave & Roscoe St,Southport Ave & Irving Park Rd,member,0.011601509458978997,182691,2534153
LaSalle St & Jackson Blvd,Columbus Dr & Randolph St,member,0.011601509458978997,182985,2534153
Campbell Ave & Montrose Ave,Ravenswood Ave & Lawrence Ave,member,0.011601509458978997,183279,2534153
Cityfront Plaza Dr & Pioneer Ct,Michigan Ave & Lake St,casual,0.01156346034355187,211911,1366373
Michigan Ave & Oak St,DuSable Lake Shore Dr & Diversey Pkwy,member,0.011562048542451856,184451,2534153
Broadway & Ridge Ave,Clark St & Bryn Mawr Ave,member,0.011562048542451856,185037,2534153
Theater on the Lake,Montrose Harbor,member,0.011562048542451856,183572,2534153
Pine Grove Ave & Waveland Ave,Sheridan Rd & Irving Park Rd,member,0.011562048542451856,184744,2534153
Clarendon Ave & Gordon Ter,Sheridan Rd & Montrose Ave,member,0.011562048542451856,185330,2534153
Clinton St & Washington Blvd,Desplaines St & Kinzie St,member,0.011562048542451856,183865,2534153
McClurg Ct & Ohio St,LaSalle St & Jackson Blvd,member,0.011562048542451856,184158,2534153
Daley Center Plaza,Canal St & Madison St,member,0.011522587625924717,185622,2534153
Aberdeen St & Jackson Blvd,Peoria St & Jackson Blvd,member,0.011522587625924717,186206,2534153
May St & Taylor St,Loomis St & Lexington St,member,0.011522587625924717,185914,2534153
Blackstone Ave & 59th St,Ellis Ave & 60th St,casual,0.01149027388568129,212700,1366373
Michigan Ave & 18th St,Wabash Ave & Roosevelt Rd,casual,0.01149027388568129,213642,1366373
Clark St & Lake St,Canal St & Madison St,casual,0.01149027388568129,213799,1366373
Clark St & Lincoln Ave,Lincoln Ave & Fullerton Ave,casual,0.01149027388568129,213956,1366373
Southport Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,casual,0.01149027388568129,214270,1366373
Rhodes Ave & 32nd St,State St & 33rd St,member,0.011483126709397577,187079,2534153
Burling St & Diversey Pkwy,Wilton Ave & Diversey Pkwy,member,0.011483126709397577,186788,2534153
Clark St & Elm St,Clark St & Schiller St,member,0.011483126709397577,186497,2534153
Clark St & Lake St,Clinton St & Jackson Blvd,member,0.011443665792870438,188529,2534153
Wabash Ave & Grand Ave,McClurg Ct & Ohio St,member,0.011443665792870438,188819,2534153
Montrose Harbor,Theater on the Lake,member,0.011443665792870438,187949,2534153
Ellis Ave & 55th St,Woodlawn Ave & 58th St,member,0.011443665792870438,187659,2534153
Claremont Ave & Hirsch St,Damen Ave & Pierce Ave,member,0.011443665792870438,187369,2534153
McClurg Ct & Ohio St,Fairbanks Ct & Grand Ave,member,0.011443665792870438,188239,2534153
Canal St & Madison St,Columbus Dr & Randolph St,member,0.0114042048763433,189397,2534153
Sheffield Ave & Fullerton Ave,Elston Ave & Cortland St,member,0.0114042048763433,189686,2534153
DuSable Lake Shore Dr & Monroe St,Dusable Harbor,member,0.0114042048763433,189108,2534153
Kingsbury St & Erie St,Orleans St & Merchandise Mart Plaza,member,0.01136474395981616,190262,2534153
Clarendon Ave & Junior Ter,Clarendon Ave & Gordon Ter,member,0.01136474395981616,191126,2534153
Southport Ave & Irving Park Rd,Southport Ave & Waveland Ave,member,0.01136474395981616,190838,2534153
DuSable Lake Shore Dr & North Blvd,Clark St & Elm St,member,0.01136474395981616,190550,2534153
Calumet Ave & 33rd St,State St & 35th St,member,0.01136474395981616,189974,2534153
Blackstone Ave & 59th St,University Ave & 59th St,casual,0.011343900969940125,215517,1366373
State St & 33rd St,Calumet Ave & 33rd St,casual,0.011343900969940125,215672,1366373
Benson Ave & Church St,University Library (NU),casual,0.011343900969940125,215982,1366373
Shore Dr & 55th St,Ellis Ave & 60th St,casual,0.011343900969940125,216137,1366373
Sedgwick St & Huron St,Kingsbury St & Kinzie St 2,member,0.01132528304328902,192848,2534153
Mies van der Rohe Way & Chestnut St,Clark St & Elm St,member,0.01132528304328902,192561,2534153
Columbus Dr & Randolph St,LaSalle St & Jackson Blvd,member,0.01132528304328902,191987,2534153
Clinton St & Washington Blvd,Larrabee St & Kingsbury St,member,0.01132528304328902,191700,2534153
DuSable Lake Shore Dr & Wellington Ave,DuSable Lake Shore Dr & Wellington Ave,member,0.01132528304328902,191413,2534153
Dorchester Ave & 53rd St,University Ave & 57th St,member,0.01132528304328902,192274,2534153
Sheridan Rd & Montrose Ave,Sheridan Rd & Irving Park Rd,member,0.011285822126761881,193420,2534153
Dusable Harbor,Dusable Harbor,member,0.011285822126761881,193706,2534153
Lake Park Ave & 56th St,Ellis Ave & 58th St,member,0.011285822126761881,193134,2534153
Canal St & Madison St,Michigan Ave & Washington St,casual,0.011270714512069546,216291,1366373
Clark St & Berwyn Ave,Broadway & Berwyn Ave,casual,0.011270714512069546,216907,1366373
Kimbark Ave & 53rd St,Shore Dr & 55th St,casual,0.011270714512069546,216753,1366373
Wells St & Walton St,Wells St & Hubbard St,member,0.011246361210234741,193991,2534153
Elston Ave & Cortland St,Sheffield Ave & Fullerton Ave,member,0.011246361210234741,194276,2534153
Clark St & Lake St,Canal St & Adams St,member,0.011246361210234741,194561,2534153
Clinton St & Washington Blvd 2,Kingsbury St & Kinzie St 1,member,0.011246361210234741,194846,2534153
Morgan Ave & 14th Pl,Morgan St & Polk St,member,0.011246361210234741,195131,2534153
Cornell Ave & Hyde Park Blvd,Ellis Ave & 58th St,member,0.0112069002937076,196267,2534153
Navy Pier,Michigan Ave & Oak St,member,0.0112069002937076,195983,2534153
Clinton St & Washington Blvd,Rush St & Hubbard St,member,0.0112069002937076,195699,2534153
Woodlawn Ave & 58th St,University Ave & 57th St,member,0.0112069002937076,195415,2534153
Ellis Ave & 60th St,Ellis Ave & 58th St,casual,0.011197528054198963,217213,1366373
Sheffield Ave & Fullerton Ave,Ashland Ave & Wrightwood Ave,casual,0.011197528054198963,217060,1366373
DuSable Lake Shore Dr & Monroe St,Indiana Ave & Roosevelt Rd,member,0.011167439377180462,197116,2534153
Clark St & Winnemac Ave,Broadway & Argyle St,member,0.011167439377180462,196833,2534153
Sedgwick St & Huron St,Kingsbury St & Kinzie St,member,0.011167439377180462,196550,2534153
Shields Ave & 31st St,Wentworth Ave & 33rd St,member,0.011127978460653323,198244,2534153
Clark St & Winnemac Ave,Clark St & Bryn Mawr Ave,member,0.011127978460653323,197962,2534153
Loomis St & Lexington St,May St & Taylor St,member,0.011127978460653323,197680,2534153
Fairbanks Ct & Grand Ave,LaSalle St & Jackson Blvd,member,0.011127978460653323,197398,2534153
Clark St & Lincoln Ave,Lincoln Ave & Fullerton Ave,member,0.011088517544126184,199930,2534153
Wells St & Huron St,Clinton St & Washington Blvd,member,0.011088517544126184,199649,2534153
Ellis Ave & 55th St,Cornell Ave & Hyde Park Blvd,member,0.011088517544126184,199368,2534153
Michigan Ave & Oak St,DuSable Lake Shore Dr & Belmont Ave,member,0.011088517544126184,199087,2534153
Kingsbury St & Erie St,Kingsbury St & Erie St,member,0.011088517544126184,198806,2534153
State St & Chicago Ave,Sedgwick St & Huron St,member,0.011088517544126184,198525,2534153
Lake Park Ave & 53rd St,University Ave & 57th St,casual,0.011051155138457799,219494,1366373
Griffin Museum of Science and Industry,University Ave & 57th St,member,0.011049056627599044,200210,2534153
Aberdeen St & Monroe St,Franklin St & Monroe St,member,0.011049056627599044,200490,2534153
Ellis Ave & 60th St,Woodlawn Ave & 55th St,member,0.011049056627599044,201050,2534153
Sheridan Rd & Irving Park Rd,Southport Ave & Irving Park Rd,member,0.011049056627599044,201330,2534153
DuSable Lake Shore Dr & Wellington Ave,DuSable Lake Shore Dr & Diversey Pkwy,member,0.011049056627599044,201610,2534153
Shore Dr & 55th St,Woodlawn Ave & 58th St,member,0.011049056627599044,200770,2534153
Kingsbury St & Kinzie St,Dearborn Pkwy & Delaware Pl,member,0.011009595711071905,201889,2534153
Kedzie Ave & Palmer Ct,Kedzie Ave & Milwaukee Ave,member,0.011009595711071905,202168,2534153
Ashland Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,casual,0.01097796868058722,221148,1366373
Broadway & Granville Ave,Peterson/Ridge Metra,casual,0.01097796868058722,220548,1366373
Larrabee St & Kingsbury St,Kingsbury St & Kinzie St,member,0.010970134794544766,202446,2534153
Wabash Ave & Roosevelt Rd,Wells St & Polk St,member,0.010970134794544766,202724,2534153
University Ave & 59th St,Kimbark Ave & 53rd St,member,0.010970134794544766,203002,2534153
Clinton St & Jackson Blvd,Larrabee St & Kingsbury St 2,member,0.010970134794544766,203280,2534153
Clybourn Ave & Division St,Sedgwick St & North Ave,member,0.010930673878017626,203834,2534153
Southport Ave & Irving Park Rd,Sheridan Rd & Irving Park Rd,member,0.010930673878017626,203557,2534153
Michigan Ave & Washington St,Columbus Dr & Randolph St,member,0.010891212961490485,205214,2534153
Woodlawn Ave & 55th St,University Ave & 59th St,member,0.010891212961490485,204938,2534153
Lake Park Ave & 56th St,Woodlawn Ave & 58th St,member,0.010891212961490485,204662,2534153
Michigan Ave & Oak St,DuSable Lake Shore Dr & North Blvd,member,0.010891212961490485,204386,2534153
Ellis Ave & 53rd St,Lake Park Ave & 53rd St,member,0.010891212961490485,204110,2534153
Broadway & Waveland Ave,Broadway & Cornelia Ave,member,0.010851752044963347,205764,2534153
Larrabee St & Kingsbury St,State St & Chicago Ave,member,0.010851752044963347,206864,2534153
Clarendon Ave & Gordon Ter,Broadway & Sunnyside Ave,member,0.010851752044963347,206589,2534153
Harper Ave & 55th St,Ellis Ave & 55th St,member,0.010851752044963347,206314,2534153
Calumet Ave & 18th St,Wabash Ave & Roosevelt Rd,member,0.010851752044963347,206039,2534153
Damen Ave & Leland Ave,Ravenswood Ave & Lawrence Ave,member,0.010851752044963347,205489,2534153
Wells St & Polk St,Franklin St & Jackson Blvd,member,0.010851752044963347,207139,2534153
Benson Ave & Church St,Chicago Ave & Washington St,member,0.010812291128436208,208509,2534153
Broadway & Granville Ave,Glenwood Ave & Morse Ave,member,0.010812291128436208,208235,2534153
Rush St & Superior St,Canal St & Adams St,member,0.010812291128436208,207961,2534153
Sheridan Rd & Montrose Ave,Pine Grove Ave & Waveland Ave,member,0.010812291128436208,207687,2534153
Ellis Ave & 58th St,Ellis Ave & 53rd St,member,0.010812291128436208,207413,2534153
Federal St & Polk St,Indiana Ave & Roosevelt Rd,member,0.010772830211909067,209055,2534153
St. Louis Ave & Fullerton Ave,Kedzie Ave & Milwaukee Ave,member,0.010772830211909067,208782,2534153
State St & Chicago Ave,Wells St & Walton St,member,0.010733369295381929,210687,2534153
Morgan St & Polk St,Halsted St & Roosevelt Rd,member,0.010733369295381929,210415,2534153
Damen Ave & Pierce Ave,Claremont Ave & Hirsch St,member,0.010733369295381929,210143,2534153
State St & 33rd St,Rhodes Ave & 32nd St,member,0.010733369295381929,209871,2534153
Aberdeen St & Randolph St,Green St & Madison St,member,0.010733369295381929,209599,2534153
Sheridan Rd & Columbia Ave,Sheridan Rd & Loyola Ave,member,0.010733369295381929,209327,2534153
Cornell Ave & Hyde Park Blvd,Cornell Ave & Hyde Park Blvd,member,0.01069390837885479,213126,2534153
Sheffield Ave & Fullerton Ave,Sheffield Ave & Wrightwood Ave,member,0.01069390837885479,212855,2534153
Wells St & Evergreen Ave,Wells St & Randolph St,member,0.01069390837885479,212584,2534153
Ravenswood Ave & Lawrence Ave,Broadway & Wilson Ave,member,0.01069390837885479,212313,2534153
Broadway & Barry Ave,Broadway & Waveland Ave,member,0.01069390837885479,212042,2534153
DuSable Lake Shore Dr & Diversey Pkwy,Michigan Ave & Oak St,member,0.01069390837885479,211771,2534153
Cornell Ave & Hyde Park Blvd,Woodlawn Ave & 55th St,member,0.01069390837885479,211500,2534153
Wells St & Walton St,State St & Chicago Ave,member,0.01069390837885479,211229,2534153
Ellis Ave & 58th St,Harper Ave & 59th St,member,0.01069390837885479,210958,2534153
Michigan Ave & Washington St,Franklin St & Monroe St,member,0.01069390837885479,213397,2534153
University Library (NU),Benson Ave & Church St,casual,0.010685222849104893,224692,1366373
Wolcott Ave & Polk St,May St & Taylor St,member,0.01065444746232765,213667,2534153
Dearborn Pkwy & Delaware Pl,Clinton St & Lake St,member,0.01065444746232765,214747,2534153
Ellis Ave & 55th St,Lake Park Ave & 56th St,member,0.01065444746232765,214477,2534153
Sheridan Rd & Irving Park Rd,Pine Grove Ave & Waveland Ave,member,0.01065444746232765,214207,2534153
Racine Ave & Belmont Ave,Broadway & Waveland Ave,member,0.01065444746232765,213937,2534153
Wells St & Huron St,Wells St & Walton St,member,0.010614986545800509,216630,2534153
Wilton Ave & Diversey Pkwy,Hampden Ct & Diversey Pkwy,member,0.010614986545800509,217168,2534153
Benson Ave & Church St,University Library (NU),member,0.010614986545800509,216899,2534153
Wilton Ave & Belmont Ave,Southport Ave & Belmont Ave,member,0.010614986545800509,215016,2534153
Harper Ave & 55th St,Woodlawn Ave & 55th St,member,0.010614986545800509,215285,2534153
Canal St & Adams St,Clinton St & Lake St,member,0.010614986545800509,215554,2534153
Halsted St & Polk St,Aberdeen St & Jackson Blvd,member,0.010614986545800509,215823,2534153
Financial Pl & Ida B Wells Dr,Clinton St & Jackson Blvd,member,0.010614986545800509,216092,2534153
Pine Grove Ave & Irving Park Rd,Halsted St & Roscoe St,member,0.010614986545800509,216361,2534153
Ellis Ave & 58th St,Kimbark Ave & 53rd St,casual,0.01061203639123431,225997,1366373
Peoria St & Jackson Blvd,Clinton St & Madison St,casual,0.01061203639123431,224837,1366373
Clark St & Wrightwood Ave,Wilton Ave & Diversey Pkwy,member,0.01057552562927337,218240,2534153
Canal St & Harrison St,Clinton St & Madison St,member,0.01057552562927337,217972,2534153
Burnham Harbor,DuSable Lake Shore Dr & Monroe St,member,0.01057552562927337,217704,2534153
Broadway & Waveland Ave,Broadway & Sunnyside Ave,member,0.01057552562927337,217436,2534153
Broadway & Belmont Ave,Wilton Ave & Belmont Ave,casual,0.010538849933363731,227006,1366373
Ravenswood Ave & Lawrence Ave,Washtenaw Ave & Lawrence Ave,member,0.010536064712746231,218507,2534153
Cornell Ave & Hyde Park Blvd,Ellis Ave & 55th St,member,0.010536064712746231,218774,2534153
Canal St & Madison St,Daley Center Plaza,member,0.010536064712746231,219041,2534153
Pine Grove Ave & Irving Park Rd,Broadway & Cornelia Ave,member,0.010536064712746231,219308,2534153
Wells St & Huron St,Clark St & Elm St,member,0.010496603796219093,219574,2534153
Woodlawn Ave & 58th St,Lake Park Ave & 56th St,member,0.010496603796219093,219840,2534153
Wells St & Concord Ln,Larrabee St & Webster Ave,member,0.010496603796219093,220106,2534153
DuSable Lake Shore Dr & Wellington Ave,Michigan Ave & Oak St,member,0.010496603796219093,220372,2534153
Wells St & Walton St,Wells St & Concord Ln,member,0.010457142879691952,220637,2534153
Sheffield Ave & Wellington Ave,Ashland Ave & Wellington Ave,member,0.010457142879691952,220902,2534153
Wilton Ave & Belmont Ave,Clark St & Newport St,member,0.010457142879691952,221167,2534153
Broadway & Waveland Ave,Broadway & Barry Ave,member,0.010417681963164813,221431,2534153
Lake Park Ave & 56th St,Ellis Ave & 55th St,member,0.010417681963164813,223279,2534153
Lincoln Ave & Winona St,Ravenswood Ave & Lawrence Ave,member,0.010417681963164813,223015,2534153
Desplaines St & Kinzie St,Clinton St & Lake St,member,0.010417681963164813,222751,2534153
Broadway & Cornelia Ave,Broadway & Waveland Ave,member,0.010417681963164813,222487,2534153
Wells St & Huron St,Wells St & Hubbard St,member,0.010417681963164813,222223,2534153
Mies van der Rohe Way & Chestnut St,Michigan Ave & Pearson St,member,0.010417681963164813,221959,2534153
Wilton Ave & Belmont Ave,Racine Ave & Belmont Ave,member,0.010417681963164813,221695,2534153
Wells St & Walton St,Wells St & Concord Ln,casual,0.010392477017622567,228430,1366373
Woodlawn Ave & 55th St,Ellis Ave & 55th St,member,0.010378221046637675,225383,2534153
Dearborn Pkwy & Delaware Pl,Clark St & Chicago Ave,member,0.010378221046637675,225120,2534153
State St & 35th St,Calumet Ave & 33rd St,member,0.010378221046637675,224857,2534153
Woodlawn Ave & 58th St,Lake Park Ave & 53rd St,member,0.010378221046637675,224594,2534153
Canal St & Madison St,Wells St & Elm St,member,0.010378221046637675,224331,2534153
Leavitt St & Armitage Ave,Leavitt St & North Ave,member,0.010378221046637675,224068,2534153
Clinton St & Washington Blvd,Michigan Ave & Washington St,member,0.010378221046637675,223805,2534153
New St & Illinois St,New St & Illinois St,member,0.010378221046637675,223542,2534153
Leavitt St & Lawrence Ave,Ravenswood Ave & Lawrence Ave,member,0.010338760130110534,225907,2534153
Pine Grove Ave & Waveland Ave,Broadway & Belmont Ave,member,0.010338760130110534,225645,2534153
Pine Grove Ave & Irving Park Rd,Broadway & Sheridan Rd,member,0.010338760130110534,226169,2534153
Sedgwick St & Huron St,State St & Chicago Ave,member,0.010338760130110534,226431,2534153
University Ave & 59th St,Ellis Ave & 55th St,casual,0.010319290559751986,229139,1366373
Desplaines St & Kinzie St,Kingsbury St & Kinzie St 1,casual,0.010319290559751986,229421,1366373
Kingsbury St & Erie St,Clinton St & Washington Blvd,member,0.010299299213583394,229824,2534153
Clark St & Schiller St,State St & Chicago Ave,member,0.010299299213583394,229041,2534153
Clark St & Elm St,Mies van der Rohe Way & Chestnut St,member,0.010299299213583394,228519,2534153
Hermitage Ave & Polk St,Wolcott Ave & Polk St,member,0.010299299213583394,227214,2534153
Woodlawn Ave & 58th St,Shore Dr & 55th St,member,0.010299299213583394,226953,2534153
Clark St & Drummond Pl,Lakeview Ave & Fullerton Pkwy,member,0.010299299213583394,226692,2534153
Financial Pl & Ida B Wells Dr,Clinton St & Madison St,member,0.010299299213583394,227475,2534153
Broadway & Thorndale Ave,Peterson/Ridge Metra,member,0.010299299213583394,227736,2534153
Clark St & Bryn Mawr Ave,Clark St & Winnemac Ave,member,0.010299299213583394,229563,2534153
Hermitage Ave & Polk St,Loomis St & Lexington St,member,0.010299299213583394,229302,2534153
State St & Harrison St,Daley Center Plaza,member,0.010299299213583394,227997,2534153
Clinton St & Lake St,Desplaines St & Kinzie St,member,0.010299299213583394,228258,2534153
Clark St & Lake St,State St & Pearson St,member,0.010299299213583394,228780,2534153
Clinton St & Jackson Blvd,Peoria St & Jackson Blvd,member,0.010259838297056255,231124,2534153
DuSable Lake Shore Dr & Monroe St,Theater on the Lake,member,0.010259838297056255,230864,2534153
Wells St & Elm St,Kingsbury St & Kinzie St,member,0.010259838297056255,230084,2534153
Peoria St & Jackson Blvd,Canal St & Jackson Blvd,member,0.010259838297056255,230344,2534153
Ravenswood Ave & Lawrence Ave,Ravenswood Ave & Irving Park Rd,member,0.010259838297056255,230604,2534153
Michigan Ave & Lake St,Cityfront Plaza Dr & Pioneer Ct,casual,0.010246104101881405,231104,1366373
DuSable Lake Shore Dr & Belmont Ave,Michigan Ave & Oak St,member,0.010220377380529116,231383,2534153
Kingsbury St & Erie St,State St & Chicago Ave,member,0.010220377380529116,231642,2534153
Francisco Ave & Foster Ave,Rockwell St & Eastwood Ave,member,0.010220377380529116,231901,2534153
University Ave & 57th St,Blackstone Ave & Hyde Park Blvd,member,0.010180916464001976,232159,2534153
State St & Kinzie St,Rush St & Hubbard St,member,0.010180916464001976,232417,2534153
Indiana Ave & Roosevelt Rd,Michigan Ave & 8th St,casual,0.010172917644010822,232633,1366373
Loomis St & Lexington St,900 W Harrison St,casual,0.010172917644010822,232216,1366373
Aberdeen St & Jackson Blvd,Loomis St & Lexington St,casual,0.010172917644010822,231243,1366373
Mies van der Rohe Way & Chestnut St,Wabash Ave & Grand Ave,member,0.010141455547474837,232674,2534153
May St & Taylor St,Wolcott Ave & Polk St,member,0.010141455547474837,232931,2534153
State St & Chicago Ave,McClurg Ct & Ohio St,member,0.010101994630947698,233187,2534153
Canal St & Jackson Blvd,Kingsbury St & Erie St,member,0.010101994630947698,233443,2534153
Ellis Ave & 58th St,Drexel Ave & 60th St,member,0.010101994630947698,233699,2534153
Damen Ave & Chicago Ave,Damen Ave & Wicker Park Ave,member,0.010101994630947698,233955,2534153
Ravenswood Ave & Lawrence Ave,Winthrop Ave & Lawrence Ave,member,0.010101994630947698,234211,2534153
Milwaukee Ave & The 606,Leavitt St & Armitage Ave,member,0.010101994630947698,234467,2534153
Loomis St & Lexington St,Halsted St & Polk St,casual,0.010099731186140243,233185,1366373
Harper Ave & 59th St,University Ave & 57th St,member,0.01006253371442056,234977,2534153
Paulina St & 18th St,Racine Ave & 18th St,member,0.01006253371442056,235487,2534153
Shore Dr & 55th St,Ellis Ave & 58th St,member,0.01006253371442056,235232,2534153
Clinton St & Madison St,Kingsbury St & Kinzie St,member,0.01006253371442056,234722,2534153
Ravenswood Ave & Lawrence Ave,Broadway & Wilson Ave,casual,0.01002654472826966,233734,1366373
Paulina St & Flournoy St,Aberdeen St & Jackson Blvd,member,0.010023072797893419,236249,2534153
Loomis St & Lexington St,Halsted St & Roosevelt Rd,member,0.010023072797893419,235995,2534153
Damen Ave & Leland Ave,Damen Ave & Foster Ave,member,0.010023072797893419,235741,2534153
Kingsbury St & Erie St,Sedgwick St & Huron St,member,0.009983611881366278,237767,2534153
Loomis St & Jackson Blvd,Clinton St & Madison St,member,0.009983611881366278,236502,2534153
Ravenswood Ave & Lawrence Ave,Lincoln Ave & Sunnyside Ave,member,0.009983611881366278,236755,2534153
Franklin St & Lake St,Canal St & Madison St,member,0.009983611881366278,237008,2534153
Clinton St & Madison St,Peoria St & Jackson Blvd,member,0.009983611881366278,237261,2534153
Broadway & Argyle St,Clark St & Winnemac Ave,member,0.009983611881366278,237514,2534153
Kingsbury St & Erie St,Clinton St & Jackson Blvd,member,0.009983611881366278,238020,2534153
Wells St & Evergreen Ave,Wells St & Concord Ln,member,0.009983611881366278,238273,2534153
Mies van der Rohe Way & Chestnut St,Wabash Ave & Grand Ave,casual,0.009953358270399079,234416,1366373
Orleans St & Merchandise Mart Plaza,Kingsbury St & Erie St,member,0.00994415096483914,239533,2534153
Clark St & Schiller St,Clark St & Schiller St,member,0.00994415096483914,240037,2534153
Clarendon Ave & Junior Ter,Pine Grove Ave & Waveland Ave,member,0.00994415096483914,239785,2534153
Loomis St & Lexington St,Clinton St & Madison St,member,0.00994415096483914,238525,2534153
Clark St & Wrightwood Ave,Lincoln Ave & Fullerton Ave,member,0.00994415096483914,238777,2534153
Clinton St & Madison St,Financial Pl & Ida B Wells Dr,member,0.00994415096483914,239029,2534153
Theater on the Lake,DuSable Lake Shore Dr & Monroe St,member,0.00994415096483914,239281,2534153
Wells St & Concord Ln,Wells St & Hubbard St,member,0.009904690048312,240790,2534153
Kimbark Ave & 53rd St,Shore Dr & 55th St,member,0.009904690048312,240539,2534153
Sheridan Rd & Montrose Ave,Sheffield Ave & Waveland Ave,member,0.009904690048312,240288,2534153
Ellis Ave & 60th St,Woodlawn Ave & 55th St,casual,0.009880171812528496,235498,1366373
Wells St & Huron St,Wells St & Hubbard St,casual,0.009880171812528496,235363,1366373
Orleans St & Merchandise Mart Plaza,Wells St & Elm St,member,0.00986522913178486,242040,2534153
Desplaines St & Kinzie St,Canal St & Madison St,member,0.00986522913178486,243040,2534153
Canal St & Adams St,Larrabee St & Kingsbury St,member,0.00986522913178486,242290,2534153
Sheridan Rd & Irving Park Rd,Sheffield Ave & Waveland Ave,member,0.00986522913178486,242540,2534153
Canal St & Taylor St,Clinton St & Madison St,member,0.00986522913178486,242790,2534153
Humboldt Blvd & Armitage Ave,California Ave & Milwaukee Ave,member,0.00986522913178486,243290,2534153
Lakefront Trail & Wilson Ave,Lakefront Trail & Wilson Ave,member,0.00986522913178486,241040,2534153
Clark St & Elm St,LaSalle St & Illinois St,member,0.00986522913178486,241290,2534153
Loomis St & Lexington St,900 W Harrison St,member,0.00986522913178486,241540,2534153
Sedgwick St & North Ave,Clybourn Ave & Division St,member,0.00986522913178486,241790,2534153
Mies van der Rohe Way & Chicago Ave,State St & Chicago Ave,member,0.009825768215257722,246029,2534153
MLK Jr Dr & 29th St,State St & 33rd St,member,0.009825768215257722,245780,2534153
Wells St & Concord Ln,Stockton Dr & Wrightwood Ave,member,0.009825768215257722,246278,2534153
Field Blvd & South Water St,Dusable Harbor,member,0.009825768215257722,243539,2534153
Sheridan Rd & Argyle St,Marine Dr & Ainslie St,member,0.009825768215257722,243788,2534153
Broadway & Barry Ave,DuSable Lake Shore Dr & Diversey Pkwy,member,0.009825768215257722,244037,2534153
Kingsbury St & Kinzie St 2,Kingsbury St & Erie St,member,0.009825768215257722,244286,2534153
Ellis Ave & 58th St,University Ave & 57th St,member,0.009825768215257722,244535,2534153
Southport Ave & Belmont Ave,Wilton Ave & Belmont Ave,member,0.009825768215257722,244784,2534153
Canal St & Adams St,Aberdeen St & Jackson Blvd,member,0.009825768215257722,245033,2534153
Clinton St & Madison St,Canal St & Harrison St,member,0.009825768215257722,245282,2534153
Cornell Ave & Hyde Park Blvd,Woodlawn Ave & 58th St,member,0.009825768215257722,245531,2534153
Desplaines St & Kinzie St,Kingsbury St & Kinzie St,casual,0.009806985354657917,235767,1366373
Clark St & Winnemac Ave,Ravenswood Ave & Lawrence Ave,casual,0.009806985354657917,237241,1366373
Wells St & Hubbard St,Desplaines St & Kinzie St,casual,0.009806985354657917,236571,1366373
Pine Grove Ave & Waveland Ave,Broadway & Cornelia Ave,member,0.009786307298730583,246774,2534153
Clark St & Wellington Ave,Broadway & Waveland Ave,member,0.009786307298730583,246526,2534153
Kimbark Ave & 53rd St,Cornell Ave & Hyde Park Blvd,member,0.009786307298730583,247022,2534153
Kingsbury St & Erie St,Dearborn St & Erie St,member,0.009746846382203442,247269,2534153
Wilton Ave & Belmont Ave,Southport Ave & Roscoe St,member,0.009746846382203442,247516,2534153
Clark St & Lincoln Ave,Larrabee St & Webster Ave,member,0.009746846382203442,247763,2534153
Broadway & Sheridan Rd,Broadway & Waveland Ave,member,0.009746846382203442,248010,2534153
University Library (NU),Benson Ave & Church St,member,0.009746846382203442,248257,2534153
