start_station,end_station,ride_type,route_percent_x_rider_type,route_count,running_count,total_count,pair_rank,cumulative_route_percent
Central Park Ave & Ogden Ave,Central Park Ave & 24th St,casual,0.012002579090775359,164,206768,1366373,482,15.132617520984388
Field Blvd & South Water St,Michigan Ave & Oak St,casual,0.011929392632904778,163,206931,1366373,483,15.14454691361729
DuSable Lake Shore Dr & Wellington Ave,Theater on the Lake,casual,0.011929392632904778,163,207094,1366373,484,15.156476306250196
State St & Randolph St,Navy Pier,casual,0.011856206175034197,162,207256,1366373,485,15.16833251242523
Shedd Aquarium,McClurg Ct & Ohio St,casual,0.011856206175034197,162,207418,1366373,486,15.180188718600265
New St & Illinois St,Wabash Ave & Grand Ave,casual,0.011856206175034197,162,207580,1366373,487,15.192044924775299
New St & Illinois St,Michigan Ave & Oak St,casual,0.011856206175034197,162,207742,1366373,488,15.203901130950333
Michigan Ave & Oak St,Mies van der Rohe Way & Chestnut St,casual,0.011856206175034197,162,207904,1366373,489,15.215757337125368
Michigan Ave & Lake St,Millennium Park,casual,0.011856206175034197,162,208066,1366373,490,15.227613543300404
Lakefront Trail & Bryn Mawr Ave,Lakefront Trail & Wilson Ave,casual,0.011856206175034197,162,208228,1366373,491,15.239469749475438
DuSable Lake Shore Dr & Monroe St,Fairbanks Ct & Grand Ave,casual,0.011856206175034197,162,208390,1366373,492,15.251325955650472
Dearborn Pkwy & Delaware Pl,Kingsbury St & Kinzie St,casual,0.011856206175034197,162,208552,1366373,493,15.263182161825503
Ashland Ave & Lake St,Wood St & Hubbard St,casual,0.011856206175034197,162,208714,1366373,494,15.275038368000537
University Ave & 57th St,Drexel Ave & 60th St,casual,0.011783019717163614,161,208875,1366373,495,15.286821387717703
Shore Dr & 55th St,DuSable Lake Shore Dr & Monroe St,casual,0.011783019717163614,161,209036,1366373,496,15.298604407434865
Navy Pier,St Clair St & Ohio St,casual,0.011783019717163614,161,209197,1366373,497,15.310387427152031
Ellis Ave & 55th St,University Ave & 59th St,casual,0.011783019717163614,161,209358,1366373,498,15.322170446869194
Damen Ave & Chicago Ave,Damen Ave & Lake St,casual,0.011783019717163614,161,209519,1366373,499,15.333953466586356
Albany Ave & Bloomingdale Ave,Albany Ave & Bloomingdale Ave,casual,0.011783019717163614,161,209680,1366373,500,15.34573648630352
Woodlawn Ave & 55th St,Kimbark Ave & 53rd St,casual,0.011709833259293034,160,209840,1366373,501,15.357446319562815
Wells St & Evergreen Ave,Wells St & Huron St,casual,0.011709833259293034,160,210000,1366373,502,15.369156152822105
Wells St & Concord Ln,Wells St & Huron St,casual,0.011709833259293034,160,210160,1366373,503,15.3808659860814
Theater on the Lake,Stockton Dr & Wrightwood Ave,casual,0.011709833259293034,160,210320,1366373,504,15.392575819340692
McCormick Place,Navy Pier,casual,0.011709833259293034,160,210480,1366373,505,15.404285652599986
Lincoln Park Conservatory,Theater on the Lake,casual,0.011709833259293034,160,210640,1366373,506,15.41599548585928
Lakefront Trail & Wilson Ave,Theater on the Lake,casual,0.011709833259293034,160,210800,1366373,507,15.427705319118571
Clarendon Ave & Junior Ter,Broadway & Waveland Ave,casual,0.011709833259293034,160,210960,1366373,508,15.439415152377864
Wabash Ave & Roosevelt Rd,Adler Planetarium,casual,0.011636646801422451,159,211119,1366373,509,15.451051799179288
Pine Grove Ave & Waveland Ave,Montrose Harbor,casual,0.011636646801422451,159,211278,1366373,510,15.46268844598071
Columbus Dr & Randolph St,Theater on the Lake,casual,0.011636646801422451,159,211437,1366373,511,15.474325092782133
Millennium Park,Buckingham Fountain,casual,0.01156346034355187,158,211595,1366373,512,15.485888553125685
McClurg Ct & Ohio St,Theater on the Lake,casual,0.01156346034355187,158,211753,1366373,513,15.497452013469234
Larrabee St & Webster Ave,Wells St & Concord Ln,casual,0.01156346034355187,158,211911,1366373,514,15.509015473812788
Lake Park Ave & 53rd St,Lake Park Ave & 53rd St,casual,0.01156346034355187,158,212069,1366373,515,15.52057893415634
Franklin St & Jackson Blvd,Navy Pier,casual,0.01156346034355187,158,212227,1366373,516,15.532142394499893
Cityfront Plaza Dr & Pioneer Ct,Michigan Ave & Lake St,casual,0.01156346034355187,158,212385,1366373,517,15.543705854843443
Adler Planetarium,Michigan Ave & Oak St,casual,0.01156346034355187,158,212543,1366373,518,15.555269315186996
Southport Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,casual,0.01149027388568129,157,212700,1366373,519,15.566759589072676
Montrose Harbor,DuSable Lake Shore Dr & Diversey Pkwy,casual,0.01149027388568129,157,212857,1366373,520,15.578249862958357
Michigan Ave & Ida B Wells Dr,Millennium Park,casual,0.01149027388568129,157,213014,1366373,521,15.589740136844037
Michigan Ave & 8th St,Michigan Ave & Washington St,casual,0.01149027388568129,157,213171,1366373,522,15.60123041072972
Michigan Ave & 18th St,Wabash Ave & Roosevelt Rd,casual,0.01149027388568129,157,213328,1366373,523,15.612720684615402
Indiana Ave & Roosevelt Rd,Dusable Harbor,casual,0.01149027388568129,157,213485,1366373,524,15.624210958501084
Franklin St & Jackson Blvd,Michigan Ave & Washington St,casual,0.01149027388568129,157,213642,1366373,525,15.635701232386765
DuSable Lake Shore Dr & Monroe St,New St & Illinois St,casual,0.01149027388568129,157,213799,1366373,526,15.647191506272446
Clark St & Lincoln Ave,Lincoln Ave & Fullerton Ave,casual,0.01149027388568129,157,213956,1366373,527,15.658681780158126
Clark St & Lake St,Canal St & Madison St,casual,0.01149027388568129,157,214113,1366373,528,15.670172054043807
Blackstone Ave & 59th St,Ellis Ave & 60th St,casual,0.01149027388568129,157,214270,1366373,529,15.681662327929487
Rush St & Illinois St,Rush St & Illinois St,casual,0.011417087427810708,156,214426,1366373,530,15.6930794153573
Montrose Harbor,Pine Grove Ave & Irving Park Rd,casual,0.011417087427810708,156,214582,1366373,531,15.704496502785112
Millennium Park,St. Clair St & Erie St,casual,0.011417087427810708,156,214738,1366373,532,15.71591359021292
MLK Jr Dr & 29th St,MLK Jr Dr & 29th St,casual,0.011417087427810708,156,214894,1366373,533,15.727330677640733
Lakefront Trail & Bryn Mawr Ave,Theater on the Lake,casual,0.011417087427810708,156,215050,1366373,534,15.738747765068542
Evanston Civic Center,Sheridan Rd & Noyes St (NU),casual,0.011417087427810708,156,215206,1366373,535,15.750164852496354
Blackstone Ave & 59th St,Blackstone Ave & 59th St,casual,0.011417087427810708,156,215362,1366373,536,15.761581939924163
State St & 33rd St,Calumet Ave & 33rd St,casual,0.011343900969940125,155,215517,1366373,537,15.772925840894104
Shore Dr & 55th St,Ellis Ave & 60th St,casual,0.011343900969940125,155,215672,1366373,538,15.784269741864044
Navy Pier,Buckingham Fountain,casual,0.011343900969940125,155,215827,1366373,539,15.795613642833983
Blackstone Ave & 59th St,University Ave & 59th St,casual,0.011343900969940125,155,215982,1366373,540,15.806957543803923
Benson Ave & Church St,University Library (NU),casual,0.011343900969940125,155,216137,1366373,541,15.818301444773864
Navy Pier,State St & Kinzie St,casual,0.011270714512069546,154,216291,1366373,542,15.829572159285934
Kimbark Ave & 53rd St,Shore Dr & 55th St,casual,0.011270714512069546,154,216445,1366373,543,15.840842873798003
Clark St & Berwyn Ave,Broadway & Berwyn Ave,casual,0.011270714512069546,154,216599,1366373,544,15.852113588310074
Canal St & Madison St,Michigan Ave & Washington St,casual,0.011270714512069546,154,216753,1366373,545,15.863384302822142
Broadway & Cornelia Ave,Sheffield Ave & Wellington Ave,casual,0.011270714512069546,154,216907,1366373,546,15.874655017334213
Theater on the Lake,Larrabee St & Webster Ave,casual,0.011197528054198963,153,217060,1366373,547,15.885852545388413
Theater on the Lake,Halsted St & Wrightwood Ave,casual,0.011197528054198963,153,217213,1366373,548,15.897050073442612
Sheffield Ave & Fullerton Ave,Ashland Ave & Wrightwood Ave,casual,0.011197528054198963,153,217366,1366373,549,15.908247601496809
Montrose Harbor,Sheridan Rd & Montrose Ave,casual,0.011197528054198963,153,217519,1366373,550,15.919445129551008
Lakefront Trail & Wilson Ave,Navy Pier,casual,0.011197528054198963,153,217672,1366373,551,15.930642657605206
Indiana Ave & Roosevelt Rd,Field Museum,casual,0.011197528054198963,153,217825,1366373,552,15.941840185659405
Ellis Ave & 60th St,Ellis Ave & 58th St,casual,0.011197528054198963,153,217978,1366373,553,15.953037713713606
Columbus Dr & Randolph St,Michigan Ave & Oak St,casual,0.011197528054198963,153,218131,1366373,554,15.964235241767804
Chicago Ave & Sheridan Rd,Benson Ave & Church St,casual,0.011197528054198963,153,218284,1366373,555,15.975432769822003
Wabash Ave & Grand Ave,Michigan Ave & Lake St,casual,0.011124341596328382,152,218436,1366373,556,15.986557111418332
Michigan Ave & Oak St,Lakeview Ave & Fullerton Pkwy,casual,0.011124341596328382,152,218588,1366373,557,15.997681453014659
Western Ave & Howard St,Paulina St & Howard St,casual,0.011051155138457799,151,218739,1366373,558,16.008732608153117
Wells St & Concord Ln,Lincoln Ave & Fullerton Ave,casual,0.011051155138457799,151,218890,1366373,559,16.019783763291574
State St & Kinzie St,Navy Pier,casual,0.011051155138457799,151,219041,1366373,560,16.030834918430035
Navy Pier,Stockton Dr & Wrightwood Ave,casual,0.011051155138457799,151,219192,1366373,561,16.04188607356849
Navy Pier,LaSalle Dr & Huron St,casual,0.011051155138457799,151,219343,1366373,562,16.05293722870695
Michigan Ave & Washington St,Shedd Aquarium,casual,0.011051155138457799,151,219494,1366373,563,16.063988383845405
Lake Park Ave & 53rd St,University Ave & 57th St,casual,0.011051155138457799,151,219645,1366373,564,16.075039538983866
DuSable Lake Shore Dr & Diversey Pkwy,DuSable Lake Shore Dr & Monroe St,casual,0.011051155138457799,151,219796,1366373,565,16.086090694122323
Clark St & Ida B Wells Dr,Clark St & Lake St,casual,0.011051155138457799,151,219947,1366373,566,16.09714184926078
Burnham Harbor,Fort Dearborn Dr & 31st St*,casual,0.011051155138457799,151,220098,1366373,567,16.108193004399237
Theater on the Lake,Clark St & Wrightwood Ave,casual,0.01097796868058722,150,220248,1366373,568,16.119170973079825
Montrose Harbor,DuSable Lake Shore Dr & Monroe St,casual,0.01097796868058722,150,220398,1366373,569,16.130148941760414
DuSable Lake Shore Dr & North Blvd,Fairbanks Ct & Grand Ave,casual,0.01097796868058722,150,220548,1366373,570,16.141126910441
Cannon Dr & Fullerton Ave,Theater on the Lake,casual,0.01097796868058722,150,220698,1366373,571,16.152104879121588
Broadway & Granville Ave,Peterson/Ridge Metra,casual,0.01097796868058722,150,220848,1366373,572,16.163082847802173
Ashland Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,casual,0.01097796868058722,150,220998,1366373,573,16.17406081648276
Adler Planetarium,Wabash Ave & Roosevelt Rd,casual,0.01097796868058722,150,221148,1366373,574,16.18503878516335
New St & Illinois St,Millennium Park,casual,0.010904782222716637,149,221297,1366373,575,16.195943567386063
Lakeview Ave & Fullerton Pkwy,Michigan Ave & Oak St,casual,0.010904782222716637,149,221446,1366373,576,16.206848349608784
Indiana Ave & Roosevelt Rd,Michigan Ave & Oak St,casual,0.010904782222716637,149,221595,1366373,577,16.217753131831497
DuSable Lake Shore Dr & North Blvd,Larrabee St & Webster Ave,casual,0.010904782222716637,149,221744,1366373,578,16.228657914054214
Dearborn St & Erie St,Navy Pier,casual,0.010904782222716637,149,221893,1366373,579,16.239562696276934
Damen Ave & Charleston St,Damen Ave & Pierce Ave,casual,0.010904782222716637,149,222042,1366373,580,16.250467478499647
Chicago Ave & Washington St,Chicago Ave & Washington St,casual,0.010904782222716637,149,222191,1366373,581,16.261372260722364
Sheridan Rd & Noyes St (NU),University Library (NU),casual,0.010831595764846056,148,222339,1366373,582,16.27220385648721
Michigan Ave & Washington St,Michigan Ave & Oak St,casual,0.010831595764846056,148,222487,1366373,583,16.283035452252058
Michigan Ave & Jackson Blvd,Field Museum,casual,0.010831595764846056,148,222635,1366373,584,16.293867048016903
DuSable Lake Shore Dr & North Blvd,Lakeview Ave & Fullerton Pkwy,casual,0.010831595764846056,148,222783,1366373,585,16.304698643781748
DuSable Lake Shore Dr & Monroe St,Wabash Ave & Grand Ave,casual,0.010831595764846056,148,222931,1366373,586,16.315530239546593
Columbus Dr & Randolph St,DuSable Lake Shore Dr & North Blvd,casual,0.010831595764846056,148,223079,1366373,587,16.32636183531144
Clark St & North Ave,Navy Pier,casual,0.010831595764846056,148,223227,1366373,588,16.337193431076287
Ravenswood Ave & Lawrence Ave,Broadway & Berwyn Ave,casual,0.010758409306975475,147,223374,1366373,589,16.347951840383264
Michigan Ave & Washington St,DuSable Lake Shore Dr & Monroe St,casual,0.010758409306975475,147,223521,1366373,590,16.35871024969024
Damen Ave & Cortland St,Damen Ave & Cortland St,casual,0.010758409306975475,147,223668,1366373,591,16.369468658997214
Broadway & Thorndale Ave,Broadway & Thorndale Ave,casual,0.010758409306975475,147,223815,1366373,592,16.38022706830419
Benson Ave & Church St,Chicago Ave & Sheridan Rd,casual,0.010758409306975475,147,223962,1366373,593,16.390985477611164
Woodlawn Ave & 55th St,Ellis Ave & 58th St,casual,0.010685222849104893,146,224108,1366373,594,16.40167070046027
University Library (NU),Benson Ave & Church St,casual,0.010685222849104893,146,224254,1366373,595,16.412355923309374
Theater on the Lake,Sheffield Ave & Fullerton Ave,casual,0.010685222849104893,146,224400,1366373,596,16.42304114615848
Navy Pier,Lakeview Ave & Fullerton Pkwy,casual,0.010685222849104893,146,224546,1366373,597,16.433726369007584
Elizabeth St & Randolph St,Elizabeth St & Randolph St,casual,0.010685222849104893,146,224692,1366373,598,16.44441159185669
Woodlawn Ave & 55th St,Woodlawn Ave & 55th St,casual,0.01061203639123431,145,224837,1366373,599,16.455023628247922
Peoria St & Jackson Blvd,Clinton St & Madison St,casual,0.01061203639123431,145,224982,1366373,600,16.46563566463916
Navy Pier,Pine Grove Ave & Waveland Ave,casual,0.01061203639123431,145,225127,1366373,601,16.476247701030392
Montrose Harbor,Sheridan Rd & Buena Ave,casual,0.01061203639123431,145,225272,1366373,602,16.48685973742163
Millennium Park,Michigan Ave & Washington St,casual,0.01061203639123431,145,225417,1366373,603,16.497471773812862
Michigan Ave & 8th St,Buckingham Fountain,casual,0.01061203639123431,145,225562,1366373,604,16.508083810204095
Kedzie Ave & Milwaukee Ave,Kosciuszko Park,casual,0.01061203639123431,145,225707,1366373,605,16.518695846595328
Ellis Ave & 58th St,Kimbark Ave & 53rd St,casual,0.01061203639123431,145,225852,1366373,606,16.52930788298656
Clark St & Lake St,New St & Illinois St,casual,0.01061203639123431,145,225997,1366373,607,16.539919919377798
Clark St & Grace St,Clark St & Montrose Ave,casual,0.01061203639123431,145,226142,1366373,608,16.55053195576903
Peoria St & Jackson Blvd,Peoria St & Jackson Blvd,casual,0.010538849933363731,144,226286,1366373,609,16.561070805702396
Navy Pier,Clark St & Lake St,casual,0.010538849933363731,144,226430,1366373,610,16.57160965563576
Montrose Harbor,Broadway & Wilson Ave,casual,0.010538849933363731,144,226574,1366373,611,16.582148505569126
Fort Dearborn Dr & 31st St,Fort Dearborn Dr & 31st St,casual,0.010538849933363731,144,226718,1366373,612,16.592687355502488
DuSable Lake Shore Dr & North Blvd,Shedd Aquarium,casual,0.010538849933363731,144,226862,1366373,613,16.60322620543585
Broadway & Belmont Ave,Wilton Ave & Belmont Ave,casual,0.010538849933363731,144,227006,1366373,614,16.613765055369214
Navy Pier,State St & Harrison St,casual,0.010465663475493148,143,227149,1366373,615,16.624230718844707
Navy Pier,Lakefront Trail & Wilson Ave,casual,0.010465663475493148,143,227292,1366373,616,16.6346963823202
Michigan Ave & Oak St,Michigan Ave & Washington St,casual,0.010465663475493148,143,227435,1366373,617,16.645162045795693
Lakefront Trail & Bryn Mawr Ave,Navy Pier,casual,0.010465663475493148,143,227578,1366373,618,16.655627709271187
Wells St & Walton St,Wells St & Concord Ln,casual,0.010392477017622567,142,227720,1366373,619,16.66602018628881
Wells St & Elm St,Dearborn St & Erie St,casual,0.010392477017622567,142,227862,1366373,620,16.676412663306433
Theater on the Lake,McClurg Ct & Ohio St,casual,0.010392477017622567,142,228004,1366373,621,16.686805140324054
Theater on the Lake,Lakefront Trail & Bryn Mawr Ave,casual,0.010392477017622567,142,228146,1366373,622,16.69719761734168
Theater on the Lake,Clark St & Armitage Ave,casual,0.010392477017622567,142,228288,1366373,623,16.7075900943593
Navy Pier,Wells St & Hubbard St,casual,0.010392477017622567,142,228430,1366373,624,16.717982571376922
Millennium Park,Columbus Dr & Randolph St,casual,0.010392477017622567,142,228572,1366373,625,16.728375048394543
Michigan Ave & Oak St,New St & Illinois St,casual,0.010392477017622567,142,228714,1366373,626,16.738767525412168
Michigan Ave & Oak St,Field Museum,casual,0.010392477017622567,142,228856,1366373,627,16.749160002429793
Burnham Harbor,Millennium Park,casual,0.010392477017622567,142,228998,1366373,628,16.75955247944741
University Ave & 59th St,Ellis Ave & 55th St,casual,0.010319290559751986,141,229139,1366373,629,16.769871770007164
Southport Ave & Roscoe St,Southport Ave & Roscoe St,casual,0.010319290559751986,141,229280,1366373,630,16.780191060566917
Michigan Ave & Oak St,Pine Grove Ave & Waveland Ave,casual,0.010319290559751986,141,229421,1366373,631,16.79051035112667
Kingsbury St & Kinzie St,Kingsbury St & Kinzie St,casual,0.010319290559751986,141,229562,1366373,632,16.80082964168642
Desplaines St & Kinzie St,Kingsbury St & Kinzie St 1,casual,0.010319290559751986,141,229703,1366373,633,16.811148932246173
Clinton St & Jackson Blvd,Clinton St & Jackson Blvd,casual,0.010319290559751986,141,229844,1366373,634,16.821468222805926
St. Clair St & Erie St,Navy Pier,casual,0.010246104101881405,140,229984,1366373,635,16.831714326907807
Sheridan Rd & Irving Park Rd,Sheridan Rd & Irving Park Rd,casual,0.010246104101881405,140,230124,1366373,636,16.841960431009685
Sheffield Ave & Fullerton Ave,Sheffield Ave & Fullerton Ave,casual,0.010246104101881405,140,230264,1366373,637,16.85220653511157
Michigan Ave & Lake St,Michigan Ave & Oak St,casual,0.010246104101881405,140,230404,1366373,638,16.86245263921345
Michigan Ave & Lake St,DuSable Lake Shore Dr & Monroe St,casual,0.010246104101881405,140,230544,1366373,639,16.872698743315333
Michigan Ave & Lake St,Cityfront Plaza Dr & Pioneer Ct,casual,0.010246104101881405,140,230684,1366373,640,16.882944847417214
Dearborn St & Van Buren St,Dearborn St & Van Buren St,casual,0.010246104101881405,140,230824,1366373,641,16.893190951519095
Clark St & Montrose Ave,Clark St & Grace St,casual,0.010246104101881405,140,230964,1366373,642,16.903437055620977
Buckingham Fountain,Michigan Ave & 8th St,casual,0.010246104101881405,140,231104,1366373,643,16.913683159722858
Sheridan Rd & Buena Ave,Broadway & Waveland Ave,casual,0.010172917644010822,139,231243,1366373,644,16.92385607736687
Sheffield Ave & Waveland Ave,Sheridan Rd & Buena Ave,casual,0.010172917644010822,139,231382,1366373,645,16.93402899501088
Ravenswood Ave & Irving Park Rd,Ravenswood Ave & Lawrence Ave,casual,0.010172917644010822,139,231521,1366373,646,16.94420191265489
Michigan Ave & 8th St,Michigan Ave & Ida B Wells Dr,casual,0.010172917644010822,139,231660,1366373,647,16.954374830298903
Loomis St & Lexington St,900 W Harrison St,casual,0.010172917644010822,139,231799,1366373,648,16.964547747942913
Indiana Ave & Roosevelt Rd,Michigan Ave & 8th St,casual,0.010172917644010822,139,231938,1366373,649,16.974720665586922
Field Blvd & South Water St,Shedd Aquarium,casual,0.010172917644010822,139,232077,1366373,650,16.984893583230935
Ellis Ave & 60th St,Ellis Ave & 55th St,member,0.12268398948287654,3109,3109,2534153,1,0.12268398948287654
Ellis Ave & 55th St,Ellis Ave & 60th St,member,0.1194481943276511,3027,6136,2534153,2,0.24213218381052762
Ellis Ave & 60th St,University Ave & 57th St,member,0.09107579534463783,2308,8444,2534153,3,0.3332079791551654
University Ave & 57th St,Ellis Ave & 60th St,member,0.08843191393731949,2241,10685,2534153,4,0.4216398930924849
Blackstone Ave & 59th St,University Ave & 57th St,member,0.05938867937334486,1505,12190,2534153,5,0.4810285724658298
University Ave & 57th St,Blackstone Ave & 59th St,member,0.055758275052848034,1413,13603,2534153,6,0.5367868475186779
University Ave & 57th St,Kimbark Ave & 53rd St,member,0.052759245396785434,1337,14940,2534153,7,0.5895460929154632
University Ave & 57th St,Lake Park Ave & 56th St,member,0.04735309983256733,1200,16140,2534153,8,0.6368991927480306
Morgan St & Polk St,Loomis St & Lexington St,member,0.046997951583823076,1191,17331,2534153,9,0.6838971443318537
Kimbark Ave & 53rd St,University Ave & 57th St,member,0.0469190297507688,1189,18520,2534153,10,0.7308161740826224
Loomis St & Lexington St,Morgan St & Polk St,member,0.045853585004536034,1162,19682,2534153,11,0.7766697590871585
Ellis Ave & 55th St,Kimbark Ave & 53rd St,member,0.04431460925997759,1123,20805,2534153,12,0.8209843683471361
Kimbark Ave & 53rd St,Ellis Ave & 55th St,member,0.04167072785265925,1056,21861,2534153,13,0.8626550961997954
Lake Park Ave & 56th St,University Ave & 57th St,member,0.039066307361868044,990,22851,2534153,14,0.9017214035616634
Canal St & Madison St,LaSalle St & Jackson Blvd,member,0.037882479866053864,960,23811,2534153,15,0.9396038834277173
Loomis St & Lexington St,Wolcott Ave & Polk St,member,0.037764097116472446,957,24768,2534153,16,0.9773679805441897
Chicago Ave & Sheridan Rd,Sheridan Rd & Noyes St (NU),member,0.036343504121495424,921,25689,2534153,17,1.0137114846656852
Sheridan Rd & Noyes St (NU),Chicago Ave & Sheridan Rd,member,0.035751590373588334,906,26595,2534153,18,1.0494630750392735
University Ave & 57th St,Ellis Ave & 53rd St,member,0.03559374670747977,902,27497,2534153,19,1.0850568217467533
Wolcott Ave & Polk St,Loomis St & Lexington St,member,0.03440991921166559,872,28369,2534153,20,1.1194667409584187
Benson Ave & Church St,Sheridan Rd & Noyes St (NU),member,0.03405477096292134,863,29232,2534153,21,1.15352151192134
Sheffield Ave & Fullerton Ave,Greenview Ave & Fullerton Ave,member,0.03385746638028564,858,30090,2534153,22,1.1873789783016258
Ellis Ave & 53rd St,University Ave & 57th St,member,0.033226091715851405,842,30932,2534153,23,1.220605070017477
Navy Pier,Navy Pier,member,0.032713099800998596,829,31761,2534153,24,1.2533181698184759
Ellis Ave & 58th St,Ellis Ave & 60th St,member,0.03235795155225434,820,32581,2534153,25,1.2856761213707302
Ravenswood Ave & Lawrence Ave,Clark St & Winnemac Ave,member,0.031963342386982944,810,33391,2534153,26,1.3176394637577131
Clark St & Winnemac Ave,Ravenswood Ave & Lawrence Ave,member,0.031726576887820115,804,34195,2534153,27,1.3493660406455332
Loomis St & Lexington St,Halsted St & Polk St,member,0.030897897640750183,783,34978,2534153,28,1.3802639382862834
Sheffield Ave & Fullerton Ave,Southport Ave & Wrightwood Ave,member,0.030818975807695905,781,35759,2534153,29,1.4110829140939793
Southport Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,member,0.030740053974641628,779,36538,2534153,30,1.441822968068621
University Ave & 57th St,Ellis Ave & 55th St,member,0.03054274939200593,774,37312,2534153,31,1.4723657174606268
Halsted St & Polk St,Loomis St & Lexington St,member,0.030108679310207394,763,38075,2534153,32,1.5024743967708343
Sheridan Rd & Noyes St (NU),Benson Ave & Church St,member,0.029398382812718882,745,38820,2534153,33,1.5318727795835532
LaSalle St & Jackson Blvd,Canal St & Madison St,member,0.029280000063137468,742,39562,2534153,34,1.5611527796466906
Ellis Ave & 53rd St,Ellis Ave & 55th St,member,0.029280000063137468,742,40304,2534153,35,1.5904327797098283
Wells St & Concord Ln,Wells St & Elm St,member,0.029122156397028906,738,41042,2534153,36,1.619554936106857
Blackstone Ave & 59th St,University Ave & 59th St,member,0.02900377364744749,735,41777,2534153,37,1.6485587097543046
University Ave & 59th St,Blackstone Ave & 59th St,member,0.02884592998133893,731,42508,2534153,38,1.6774046397356432
Ellis Ave & 60th St,Ellis Ave & 58th St,member,0.028648625398703234,726,43234,2534153,39,1.7060532651343465
Wells St & Elm St,Wells St & Concord Ln,member,0.0282145553169047,715,43949,2534153,40,1.7342678204512514
Canal St & Madison St,Michigan Ave & Washington St,member,0.027938328901214723,708,44657,2534153,41,1.762206149352466
Broadway & Berwyn Ave,Clark St & Berwyn Ave,member,0.027938328901214723,708,45365,2534153,42,1.7901444782536808
Sheridan Rd & Buena Ave,Sheridan Rd & Irving Park Rd,member,0.027859407068160445,706,46071,2534153,43,1.8180038853218412
Clark St & Berwyn Ave,Broadway & Berwyn Ave,member,0.02770156340205189,702,46773,2534153,44,1.845705448723893
Wabash Ave & Roosevelt Rd,Wabash Ave & 16th St,member,0.027662102485524746,701,47474,2534153,45,1.8733675512094177
Michigan Ave & Lake St,Columbus Dr & Randolph St,member,0.02758318065247047,699,48173,2534153,46,1.9009507318618883
Woodlawn Ave & 58th St,Kimbark Ave & 53rd St,member,0.027109649654144797,687,48860,2534153,47,1.928060381516033
Calumet Ave & 33rd St,State St & 33rd St,member,0.026478274989710567,671,49531,2534153,48,1.9545386565057437
Clinton St & Jackson Blvd,Clinton St & Lake St,member,0.026399353156656286,669,50200,2534153,49,1.9809380096624003
Kimbark Ave & 53rd St,Woodlawn Ave & 58th St,member,0.02620204857402059,664,50864,2534153,50,2.0071400582364207
Ellis Ave & 55th St,Ellis Ave & 53rd St,member,0.025767978492222055,653,51517,2534153,51,2.0329080367286427
Broadway & Belmont Ave,Wilton Ave & Belmont Ave,member,0.025649595742640637,650,52167,2534153,52,2.0585576324712833
State St & 33rd St,Calumet Ave & 33rd St,member,0.025254986577369246,640,52807,2534153,53,2.0838126190486523
Broadway & Waveland Ave,Sheridan Rd & Montrose Ave,member,0.024505229163353594,621,53428,2534153,54,2.108317848212006
Ellis Ave & 55th St,Shore Dr & 55th St,member,0.024426307330299317,619,54047,2534153,55,2.1327441555423055
Kingsbury St & Erie St,Kingsbury St & Kinzie St,member,0.024229002747663618,614,54661,2534153,56,2.1569731582899694
Ellis Ave & 55th St,University Ave & 57th St,member,0.02418954183113648,613,55274,2534153,57,2.1811627001211056
Shore Dr & 55th St,University Ave & 57th St,member,0.024150080914609337,612,55886,2534153,58,2.205312781035715
Shore Dr & 55th St,Ellis Ave & 55th St,member,0.0241106199980822,611,56497,2534153,59,2.229423401033797
Southport Ave & Roscoe St,Southport Ave & Waveland Ave,member,0.023716010832810806,601,57098,2534153,60,2.253139411866608
Broadway & Cornelia Ave,Wilton Ave & Belmont Ave,member,0.023637088999756528,599,57697,2534153,61,2.2767765008663643
Ashland Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,member,0.023637088999756528,599,58296,2534153,62,2.300413589866121
Broadway & Waveland Ave,Clarendon Ave & Gordon Ter,member,0.02340032350059369,593,58889,2534153,63,2.3238139133667146
Clarendon Ave & Gordon Ter,Clarendon Ave & Gordon Ter,member,0.023124097084903712,586,59475,2534153,64,2.346938010451618
Ellis Ave & 60th St,University Ave & 59th St,member,0.023005714335322294,583,60058,2534153,65,2.3699437247869404
Wilton Ave & Belmont Ave,Broadway & Cornelia Ave,member,0.02284787066921374,579,60637,2534153,66,2.3927915954561545
Ellis Ave & 58th St,Ellis Ave & 55th St,member,0.02272948791963232,576,61213,2534153,67,2.4155210833757867
Clinton St & Jackson Blvd,Clinton St & Madison St,member,0.02272948791963232,576,61789,2534153,68,2.438250571295419
Wells St & Huron St,Wells St & Elm St,member,0.022571644253523763,572,62361,2534153,69,2.460822215548943
Sheridan Rd & Irving Park Rd,Sheridan Rd & Buena Ave,member,0.022571644253523763,572,62933,2534153,70,2.4833938598024665
Southport Ave & Waveland Ave,Southport Ave & Roscoe St,member,0.022492722420469482,570,63503,2534153,71,2.505886582222936
University Ave & 57th St,Shore Dr & 55th St,member,0.022295417837833786,565,64068,2534153,72,2.5281820000607698
Wabash Ave & Adams St,Canal St & Madison St,member,0.022137574171725224,561,64629,2534153,73,2.550319574232495
