start_station_name,station_rides,total_stations,station_percent
Blackstone Ave & 53rd St,20,19811,0.10095401544596436
Clark St & Montrose Ave,20,19811,0.10095401544596436
Clark St & 9th St (AMLI),20,19811,0.10095401544596436
Wilton Ave & Addison St,20,19811,0.10095401544596436
Racine Ave & 18th St,20,19811,0.10095401544596436
State St & Kinzie St,20,19811,0.10095401544596436
Cottage Grove Ave & Oakwood Blvd,19,19811,0.09590631467366614
St Clair St & Ohio St,19,19811,0.09590631467366614
Ogden Ave & Congress Pkwy,19,19811,0.09590631467366614
Wood St & Taylor St (Temp),19,19811,0.09590631467366614
Field Museum,19,19811,0.09590631467366614
Damen Ave & Pierce Ave,19,19811,0.09590631467366614
St. Clair St & Erie St 2,19,19811,0.09590631467366614
Cannon Dr & Fullerton Ave,19,19811,0.09590631467366614
Rockwell St & Archer Ave,19,19811,0.09590631467366614
Jefferson St & Monroe St,19,19811,0.09590631467366614
Canal St & Adams St,19,19811,0.09590631467366614
Burling St & Diversey Pkwy,19,19811,0.09590631467366614
Dearborn St & Division St,19,19811,0.09590631467366614
Ellis Ave & 58th St,19,19811,0.09590631467366614
McCormick Blvd & Devon Ave,18,19811,0.09085861390136792
Rockwell St & Eastwood Ave,18,19811,0.09085861390136792
State St & 19th St,18,19811,0.09085861390136792
Clark St & Schreiber Ave,18,19811,0.09085861390136792
Leavitt St & Chicago Ave,18,19811,0.09085861390136792
Green St & Washington Blvd,18,19811,0.09085861390136792
Wells St & Institute Pl,18,19811,0.09085861390136792
Clybourn Ave & Division St,18,19811,0.09085861390136792
Broadway & Sunnyside Ave,18,19811,0.09085861390136792
Walsh Park,18,19811,0.09085861390136792
Paulina St & Flournoy St,18,19811,0.09085861390136792
Southport Ave & Wellington Ave,18,19811,0.09085861390136792
Eastlake Ter & Howard St,18,19811,0.09085861390136792
Sheffield Ave & Kingsbury St,18,19811,0.09085861390136792
Halsted St & Polk St,18,19811,0.09085861390136792
Damen Ave & Cullerton St,18,19811,0.09085861390136792
Western Ave & Granville Ave,18,19811,0.09085861390136792
Lake Park Ave & 35th St,18,19811,0.09085861390136792
Central St Metra,18,19811,0.09085861390136792
Harper Ave & 55th St,18,19811,0.09085861390136792
Rush St & Illinois St,17,19811,0.0858109131290697
Morgan St & 18th St,17,19811,0.0858109131290697
Clark St & Elmdale Ave,17,19811,0.0858109131290697
Rush St & Hubbard St,17,19811,0.0858109131290697
Sheffield Ave & Addison St ,17,19811,0.0858109131290697
Indiana Ave & 31st St,17,19811,0.0858109131290697
Milwaukee Ave & Highland Ave,17,19811,0.0858109131290697
Canal St & Jackson Blvd,17,19811,0.0858109131290697
Greenview Ave & Jarvis Ave,17,19811,0.0858109131290697
Chicago Ave & Washington St,17,19811,0.0858109131290697
Christiana Ave & Lawrence Ave,17,19811,0.0858109131290697
Ashland Ave & Blackhawk St,17,19811,0.0858109131290697
Noble St & Milwaukee Ave,17,19811,0.0858109131290697
900 W Harrison St,17,19811,0.0858109131290697
Indiana Ave & 26th St,17,19811,0.0858109131290697
Green St & Randolph St*,17,19811,0.0858109131290697
Clark St & Chicago Ave,17,19811,0.0858109131290697
